,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
29,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466,0.001466
30,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429,0.001429
31,0.001507033,0.001505527,0.001504022,0.001502519,0.001501017,0.001499517,0.001498018,0.001496521,0.001495025,0.001493531,0.001492038,0.001490547,0.001489057,0.001487569,0.001486082,0.001484597,0.001483113,0.00148163,0.00148015,0.00147867,0.001477192,0.001475716,0.001474241,0.001472767,0.001471295,0.001469825,0.001468356,0.001466888,0.001465422,0.001463957,0.001462494,0.001461032,0.001459572,0.001458113,0.001456656,0.0014552,0.001453745,0.001452292,0.001450841,0.001449391,0.001447942,0.001446495,0.001445049,0.001443605,0.001442162,0.00144072,0.00143928,0.001437842,0.001436405,0.001434969,0.001433535,0.001432102,0.00143067,0.00142924,0.001427812,0.001426385,0.001424959,0.001423535,0.001422112,0.001420691,0.001419271,0.001417852,0.001416435,0.001415019,0.001413605,0.001412192,0.001410781,0.00140937,0.001407962,0.001406555,0.001405149,0.001403744,0.001402341,0.00140094,0.001399539,0.001398141,0.001396743,0.001395347,0.001393952,0.001392559,0.001391167,0.001389777,0.001388388,0.001387,0.001385614,0.001384229,0.001382845,0.001381463,0.001380082,0.001378703,0.001377325,0.001375948,0.001374573,0.001373199,0.001371827,0.001370455,0.001369086,0.001367717,0.00136635,0.001364985,0.00136362,0.001362257,0.001360896,0.001359536,0.001358177,0.001356819,0.001355463,0.001354108,0.001352755,0.001351403,0.001350052,0.001348703,0.001347355,0.001346008,0.001344663,0.001343319,0.001341976,0.001340635,0.001339295,0.001337956,0.001336619,0.001335283,0.001333948,0.001332615,0.001331283,0.001329952,0.001328623,0.001327295,0.001325969,0.001324643,0.001323319,0.001321997,0.001320675,0.001319355,0.001318037,0.001316719,0.001315403,0.001314088,0.001312775,0.001311463
32,0.001665995,0.001662666,0.001659344,0.001656029,0.00165272,0.001649418,0.001646123,0.001642834,0.001639551,0.001636275,0.001633006,0.001629743,0.001626487,0.001623237,0.001619994,0.001616757,0.001613527,0.001610303,0.001607086,0.001603875,0.00160067,0.001597472,0.001594281,0.001591095,0.001587916,0.001584744,0.001581577,0.001578417,0.001575264,0.001572116,0.001568975,0.00156584,0.001562712,0.001559589,0.001556473,0.001553363,0.00155026,0.001547162,0.001544071,0.001540986,0.001537907,0.001534835,0.001531768,0.001528707,0.001525653,0.001522605,0.001519563,0.001516527,0.001513497,0.001510473,0.001507455,0.001504443,0.001501437,0.001498437,0.001495443,0.001492455,0.001489473,0.001486497,0.001483527,0.001480563,0.001477605,0.001474653,0.001471706,0.001468766,0.001465831,0.001462903,0.00145998,0.001457063,0.001454151,0.001451246,0.001448347,0.001445453,0.001442565,0.001439682,0.001436806,0.001433935,0.00143107,0.001428211,0.001425357,0.00142251,0.001419667,0.001416831,0.001414,0.001411175,0.001408355,0.001405541,0.001402733,0.00139993,0.001397133,0.001394342,0.001391556,0.001388776,0.001386001,0.001383232,0.001380468,0.00137771,0.001374957,0.00137221,0.001369468,0.001366732,0.001364001,0.001361276,0.001358556,0.001355842,0.001353133,0.001350429,0.001347731,0.001345038,0.001342351,0.001339669,0.001336992,0.001334321,0.001331655,0.001328994,0.001326339,0.001323689,0.001321044,0.001318405,0.001315771,0.001313142,0.001310518,0.0013079,0.001305287,0.001302679,0.001300076,0.001297478,0.001294886,0.001292299,0.001289717,0.00128714,0.001284568,0.001282002,0.00127944,0.001276884,0.001274333,0.001271786,0.001269245,0.001266709,0.001264179,0.001261653
33,0.001808047,0.001802631,0.001797232,0.001791848,0.00178648,0.001781129,0.001775794,0.001770474,0.001765171,0.001759883,0.001754611,0.001749355,0.001744115,0.001738891,0.001733682,0.001728489,0.001723311,0.001718149,0.001713002,0.001707871,0.001702755,0.001697654,0.001692569,0.001687499,0.001682444,0.001677404,0.001672379,0.00166737,0.001662375,0.001657396,0.001652431,0.001647481,0.001642546,0.001637626,0.00163272,0.001627829,0.001622953,0.001618092,0.001613245,0.001608412,0.001603594,0.001598791,0.001594001,0.001589227,0.001584466,0.00157972,0.001574988,0.00157027,0.001565566,0.001560876,0.001556201,0.001551539,0.001546891,0.001542258,0.001537638,0.001533032,0.00152844,0.001523861,0.001519297,0.001514745,0.001510208,0.001505684,0.001501174,0.001496677,0.001492194,0.001487724,0.001483268,0.001478824,0.001474395,0.001469978,0.001465575,0.001461185,0.001456808,0.001452444,0.001448093,0.001443755,0.00143943,0.001435119,0.00143082,0.001426534,0.00142226,0.001418,0.001413752,0.001409517,0.001405295,0.001401086,0.001396889,0.001392704,0.001388532,0.001384373,0.001380226,0.001376092,0.00137197,0.00136786,0.001363763,0.001359677,0.001355604,0.001351544,0.001347495,0.001343459,0.001339434,0.001335422,0.001331422,0.001327434,0.001323457,0.001319493,0.00131554,0.0013116,0.001307671,0.001303754,0.001299848,0.001295954,0.001292072,0.001288202,0.001284343,0.001280496,0.00127666,0.001272836,0.001269023,0.001265222,0.001261432,0.001257653,0.001253886,0.00125013,0.001246385,0.001242652,0.001238929,0.001235218,0.001231518,0.001227829,0.001224151,0.001220484,0.001216828,0.001213183,0.001209549,0.001205926,0.001202313,0.001198712,0.001195121,0.001191541
34,0.001937619,0.001929884,0.00192218,0.001914506,0.001906864,0.001899251,0.00189167,0.001884118,0.001876597,0.001869105,0.001861644,0.001854212,0.00184681,0.001839437,0.001832094,0.001824781,0.001817496,0.001810241,0.001803014,0.001795816,0.001788648,0.001781507,0.001774395,0.001767312,0.001760257,0.00175323,0.001746231,0.00173926,0.001732317,0.001725402,0.001718514,0.001711653,0.00170482,0.001698015,0.001691236,0.001684485,0.00167776,0.001671063,0.001664392,0.001657748,0.00165113,0.001644538,0.001637973,0.001631435,0.001624922,0.001618435,0.001611974,0.001605539,0.00159913,0.001592746,0.001586388,0.001580055,0.001573748,0.001567465,0.001561208,0.001554975,0.001548768,0.001542585,0.001536427,0.001530294,0.001524185,0.0015181,0.00151204,0.001506004,0.001499992,0.001494004,0.00148804,0.0014821,0.001476183,0.00147029,0.001464421,0.001458575,0.001452752,0.001446953,0.001441176,0.001435423,0.001429693,0.001423986,0.001418301,0.001412639,0.001407,0.001401383,0.001395789,0.001390217,0.001384667,0.00137914,0.001373634,0.00136815,0.001362689,0.001357249,0.001351831,0.001346434,0.001341059,0.001335706,0.001330374,0.001325063,0.001319773,0.001314504,0.001309257,0.00130403,0.001298825,0.00129364,0.001288476,0.001283332,0.001278209,0.001273106,0.001268024,0.001262962,0.00125792,0.001252899,0.001247897,0.001242915,0.001237954,0.001233012,0.00122809,0.001223187,0.001218304,0.001213441,0.001208597,0.001203772,0.001198966,0.00119418,0.001189413,0.001184665,0.001179936,0.001175225,0.001170534,0.001165861,0.001161207,0.001156571,0.001151954,0.001147356,0.001142775,0.001138213,0.00113367,0.001129144,0.001124636,0.001120147,0.001115675,0.001111221
35,0.00204845,0.002038233,0.002028068,0.002017953,0.002007888,0.001997874,0.001987909,0.001977995,0.001968129,0.001958313,0.001948546,0.001938828,0.001929158,0.001919536,0.001909962,0.001900436,0.001890958,0.001881527,0.001872143,0.001862805,0.001853514,0.00184427,0.001835072,0.001825919,0.001816812,0.001807751,0.001798735,0.001789764,0.001780837,0.001771955,0.001763117,0.001754324,0.001745574,0.001736868,0.001728205,0.001719586,0.001711009,0.001702476,0.001693985,0.001685536,0.001677129,0.001668764,0.001660441,0.00165216,0.00164392,0.001635721,0.001627563,0.001619445,0.001611368,0.001603331,0.001595335,0.001587378,0.001579461,0.001571583,0.001563745,0.001555946,0.001548185,0.001540464,0.001532781,0.001525136,0.001517529,0.001509961,0.00150243,0.001494936,0.00148748,0.001480061,0.001472679,0.001465334,0.001458026,0.001450754,0.001443518,0.001436319,0.001429155,0.001422027,0.001414935,0.001407878,0.001400856,0.001393869,0.001386917,0.00138,0.001373117,0.001366269,0.001359454,0.001352674,0.001345928,0.001339215,0.001332535,0.001325889,0.001319277,0.001312697,0.00130615,0.001299635,0.001293153,0.001286703,0.001280286,0.001273901,0.001267547,0.001261225,0.001254935,0.001248676,0.001242448,0.001236251,0.001230085,0.00122395,0.001217846,0.001211772,0.001205728,0.001199714,0.001193731,0.001187777,0.001181853,0.001175958,0.001170093,0.001164257,0.001158451,0.001152673,0.001146924,0.001141204,0.001135512,0.001129848,0.001124213,0.001118606,0.001113027,0.001107476,0.001101952,0.001096456,0.001090988,0.001085546,0.001080132,0.001074745,0.001069385,0.001064051,0.001058744,0.001053464,0.00104821,0.001042982,0.00103778,0.001032604,0.001027454,0.001022329
36,0.002150886,0.002138019,0.00212523,0.002112517,0.002099879,0.002087318,0.002074831,0.00206242,0.002050082,0.002037819,0.002025628,0.002013511,0.002001466,0.001989493,0.001977592,0.001965762,0.001954003,0.001942314,0.001930695,0.001919145,0.001907665,0.001896253,0.00188491,0.001873634,0.001862426,0.001851285,0.00184021,0.001829202,0.00181826,0.001807383,0.001796571,0.001785824,0.001775141,0.001764522,0.001753967,0.001743474,0.001733045,0.001722678,0.001712373,0.001702129,0.001691947,0.001681826,0.001671765,0.001661764,0.001651824,0.001641942,0.00163212,0.001622357,0.001612652,0.001603005,0.001593416,0.001583884,0.001574409,0.001564991,0.001555629,0.001546323,0.001537073,0.001527878,0.001518738,0.001509653,0.001500622,0.001491646,0.001482722,0.001473853,0.001465036,0.001456272,0.001447561,0.001438901,0.001430294,0.001421738,0.001413233,0.001404779,0.001396375,0.001388022,0.001379719,0.001371466,0.001363261,0.001355106,0.001347,0.001338942,0.001330933,0.001322971,0.001315057,0.00130719,0.00129937,0.001291598,0.001283871,0.001276191,0.001268557,0.001260968,0.001253425,0.001245927,0.001238474,0.001231065,0.001223701,0.001216381,0.001209104,0.001201871,0.001194682,0.001187535,0.001180431,0.00117337,0.001166351,0.001159374,0.001152438,0.001145544,0.001138692,0.00113188,0.001125109,0.001118379,0.001111688,0.001105038,0.001098428,0.001091857,0.001085325,0.001078833,0.001072379,0.001065964,0.001059588,0.001053249,0.001046949,0.001040686,0.00103446,0.001028272,0.001022121,0.001016007,0.001009929,0.001003887,0.000997882,0.000991913,0.000985979,0.000980081,0.000974218,0.00096839,0.000962597,0.000956839,0.000951115,0.000945426,0.00093977,0.000934148
37,0.002290294,0.002274318,0.002258453,0.002242699,0.002227055,0.00221152,0.002196093,0.002180774,0.002165562,0.002150456,0.002135456,0.00212056,0.002105768,0.002091079,0.002076492,0.002062008,0.002047624,0.002033341,0.002019157,0.002005072,0.001991086,0.001977197,0.001963405,0.001949709,0.001936109,0.001922603,0.001909192,0.001895874,0.001882649,0.001869517,0.001856476,0.001843526,0.001830666,0.001817897,0.001805216,0.001792623,0.001780119,0.001767701,0.001755371,0.001743126,0.001730967,0.001718892,0.001706902,0.001694995,0.001683172,0.001671431,0.001659772,0.001648194,0.001636697,0.00162528,0.001613943,0.001602685,0.001591505,0.001580403,0.001569379,0.001558432,0.001547561,0.001536766,0.001526046,0.001515401,0.00150483,0.001494333,0.001483909,0.001473558,0.001463279,0.001453072,0.001442936,0.001432871,0.001422876,0.001412951,0.001403094,0.001393307,0.001383588,0.001373937,0.001364353,0.001354836,0.001345385,0.001336,0.001326681,0.001317426,0.001308237,0.001299111,0.001290049,0.00128105,0.001272114,0.00126324,0.001254428,0.001245678,0.001236989,0.00122836,0.001219792,0.001211283,0.001202834,0.001194443,0.001186111,0.001177837,0.001169621,0.001161463,0.001153361,0.001145315,0.001137326,0.001129393,0.001121515,0.001113691,0.001105923,0.001098208,0.001090548,0.001082941,0.001075386,0.001067885,0.001060436,0.001053039,0.001045693,0.001038399,0.001031156,0.001023963,0.00101682,0.001009727,0.001002684,0.000995689,0.000988744,0.000981847,0.000974998,0.000968197,0.000961443,0.000954736,0.000948077,0.000941463,0.000934896,0.000928375,0.000921899,0.000915468,0.000909082,0.000902741,0.000896444,0.00089019,0.000883981,0.000877815,0.000871691,0.000865611
38,0.002637579,0.002616563,0.002595714,0.002575031,0.002554513,0.002534158,0.002513966,0.002493934,0.002474062,0.002454349,0.002434792,0.002415392,0.002396146,0.002377053,0.002358112,0.002339323,0.002320683,0.002302191,0.002283847,0.002265649,0.002247597,0.002229688,0.002211921,0.002194296,0.002176812,0.002159467,0.00214226,0.002125191,0.002108257,0.002091458,0.002074793,0.002058261,0.002041861,0.002025591,0.002009451,0.001993439,0.001977555,0.001961798,0.001946166,0.001930659,0.001915275,0.001900014,0.001884875,0.001869856,0.001854957,0.001840176,0.001825514,0.001810968,0.001796538,0.001782223,0.001768022,0.001753934,0.001739959,0.001726095,0.001712341,0.001698697,0.001685162,0.001671734,0.001658414,0.001645199,0.00163209,0.001619085,0.001606184,0.001593386,0.00158069,0.001568095,0.0015556,0.001543205,0.001530909,0.00151871,0.001506609,0.001494604,0.001482695,0.001470881,0.001459161,0.001447534,0.001436,0.001424558,0.001413207,0.001401946,0.001390775,0.001379694,0.0013687,0.001357794,0.001346975,0.001336242,0.001325595,0.001315033,0.001304554,0.00129416,0.001283848,0.001273618,0.001263469,0.001253402,0.001243415,0.001233507,0.001223678,0.001213928,0.001204255,0.00119466,0.001185141,0.001175697,0.001166329,0.001157036,0.001147817,0.001138671,0.001129598,0.001120597,0.001111668,0.00110281,0.001094023,0.001085305,0.001076658,0.001068079,0.001059568,0.001051125,0.00104275,0.001034441,0.001026199,0.001018022,0.00100991,0.001001863,0.00099388,0.000985961,0.000978105,0.000970311,0.00096258,0.00095491,0.000947301,0.000939753,0.000932265,0.000924836,0.000917467,0.000910157,0.000902904,0.00089571,0.000888573,0.000881493,0.000874469,0.000867501
39,0.003085496,0.003057851,0.003030454,0.003003302,0.002976394,0.002949726,0.002923298,0.002897106,0.002871149,0.002845425,0.002819931,0.002794665,0.002769626,0.002744811,0.002720219,0.002695847,0.002671693,0.002647756,0.002624033,0.002600522,0.002577223,0.002554132,0.002531248,0.002508569,0.002486093,0.002463818,0.002441744,0.002419866,0.002398185,0.002376699,0.002355404,0.002334301,0.002313386,0.002292659,0.002272118,0.002251761,0.002231586,0.002211591,0.002191776,0.002172139,0.002152677,0.00213339,0.002114276,0.002095333,0.002076559,0.002057954,0.002039516,0.002021242,0.002003133,0.001985185,0.001967399,0.001949772,0.001932303,0.00191499,0.001897832,0.001880828,0.001863977,0.001847276,0.001830726,0.001814323,0.001798067,0.001781957,0.001765992,0.001750169,0.001734488,0.001718948,0.001703547,0.001688284,0.001673157,0.001658166,0.00164331,0.001628586,0.001613995,0.001599534,0.001585203,0.001571,0.001556924,0.001542975,0.001529151,0.00151545,0.001501872,0.001488416,0.00147508,0.001461864,0.001448766,0.001435786,0.001422922,0.001410173,0.001397538,0.001385017,0.001372608,0.00136031,0.001348122,0.001336043,0.001324073,0.00131221,0.001300453,0.001288801,0.001277254,0.00126581,0.001254469,0.001243229,0.001232091,0.001221051,0.001210111,0.001199269,0.001188524,0.001177875,0.001167322,0.001156863,0.001146498,0.001136226,0.001126046,0.001115957,0.001105958,0.00109605,0.001086229,0.001076497,0.001066852,0.001057294,0.001047821,0.001038432,0.001029129,0.001019908,0.00101077,0.001001714,0.000992739,0.000983844,0.000975029,0.000966294,0.000957636,0.000949056,0.000940553,0.000932126,0.000923774,0.000915498,0.000907295,0.000899166,0.00089111,0.000883126
40,0.003293088,0.00326293,0.003233049,0.003203441,0.003174105,0.003145037,0.003116235,0.003087697,0.003059421,0.003031403,0.003003642,0.002976135,0.00294888,0.002921875,0.002895117,0.002868604,0.002842334,0.002816305,0.002790513,0.002764958,0.002739637,0.002714548,0.002689689,0.002665057,0.002640651,0.002616469,0.002592508,0.002568766,0.002545242,0.002521933,0.002498837,0.002475954,0.002453279,0.002430813,0.002408552,0.002386495,0.00236464,0.002342985,0.002321528,0.002300268,0.002279203,0.00225833,0.002237649,0.002217157,0.002196852,0.002176734,0.0021568,0.002137048,0.002117478,0.002098086,0.002078872,0.002059834,0.002040971,0.00202228,0.00200376,0.00198541,0.001967228,0.001949213,0.001931362,0.001913675,0.00189615,0.001878786,0.00186158,0.001844532,0.00182764,0.001810903,0.001794319,0.001777887,0.001761605,0.001745473,0.001729488,0.00171365,0.001697957,0.001682407,0.001667,0.001651734,0.001636608,0.00162162,0.001606769,0.001592055,0.001577475,0.001563029,0.001548715,0.001534532,0.001520479,0.001506555,0.001492758,0.001479088,0.001465543,0.001452122,0.001438823,0.001425647,0.001412591,0.001399655,0.001386837,0.001374137,0.001361553,0.001349084,0.001336729,0.001324488,0.001312358,0.00130034,0.001288432,0.001276632,0.001264941,0.001253357,0.001241879,0.001230506,0.001219237,0.001208072,0.001197009,0.001186047,0.001175185,0.001164423,0.001153759,0.001143193,0.001132724,0.001122351,0.001112073,0.001101889,0.001091798,0.001081799,0.001071892,0.001062076,0.00105235,0.001042713,0.001033164,0.001023702,0.001014327,0.001005038,0.000995834,0.000986715,0.000977678,0.000968725,0.000959854,0.000951064,0.000942354,0.000933724,0.000925173,0.000916701
41,0.003561174,0.003527856,0.003494849,0.003462151,0.00342976,0.003397671,0.003365883,0.003334391,0.003303195,0.00327229,0.003241675,0.003211346,0.003181301,0.003151537,0.003122051,0.003092841,0.003063905,0.003035239,0.003006842,0.00297871,0.002950841,0.002923233,0.002895883,0.00286879,0.002841949,0.00281536,0.00278902,0.002762926,0.002737076,0.002711468,0.0026861,0.002660969,0.002636073,0.00261141,0.002586977,0.002562774,0.002538797,0.002515044,0.002491513,0.002468203,0.00244511,0.002422234,0.002399572,0.002377121,0.002354881,0.002332849,0.002311023,0.002289401,0.002267981,0.002246762,0.002225742,0.002204918,0.002184289,0.002163852,0.002143608,0.002123552,0.002103684,0.002084002,0.002064504,0.002045189,0.002026054,0.002007099,0.00198832,0.001969718,0.001951289,0.001933033,0.001914947,0.001897031,0.001879283,0.0018617,0.001844282,0.001827027,0.001809934,0.001793,0.001776225,0.001759606,0.001743144,0.001726835,0.001710679,0.001694674,0.001678818,0.001663111,0.001647551,0.001632137,0.001616867,0.001601739,0.001586754,0.001571908,0.001557201,0.001542632,0.001528199,0.001513902,0.001499738,0.001485706,0.001471806,0.001458036,0.001444394,0.001430881,0.001417494,0.001404232,0.001391094,0.001378079,0.001365185,0.001352413,0.00133976,0.001327225,0.001314807,0.001302506,0.00129032,0.001278248,0.001266289,0.001254441,0.001242705,0.001231078,0.00121956,0.00120815,0.001196847,0.001185649,0.001174556,0.001163567,0.001152681,0.001141896,0.001131213,0.001120629,0.001110145,0.001099758,0.001089469,0.001079276,0.001069178,0.001059175,0.001049265,0.001039448,0.001029723,0.001020089,0.001010545,0.001001091,0.000991725,0.000982446,0.000973254,0.000964149
42,0.003830534,0.003793937,0.003757689,0.003721788,0.00368623,0.003651011,0.003616129,0.003581581,0.003547362,0.00351347,0.003479902,0.003446655,0.003413726,0.003381111,0.003348807,0.003316812,0.003285123,0.003253737,0.003222651,0.003191861,0.003161366,0.003131162,0.003101247,0.003071617,0.003042271,0.003013205,0.002984416,0.002955903,0.002927662,0.002899691,0.002871987,0.002844548,0.002817371,0.002790454,0.002763794,0.002737388,0.002711235,0.002685332,0.002659676,0.002634265,0.002609097,0.00258417,0.00255948,0.002535027,0.002510807,0.002486819,0.002463059,0.002439527,0.00241622,0.002393135,0.002370271,0.002347625,0.002325196,0.002302981,0.002280978,0.002259185,0.002237601,0.002216223,0.002195049,0.002174077,0.002153306,0.002132733,0.002112357,0.002092175,0.002072186,0.002052388,0.00203278,0.002013358,0.001994123,0.001975071,0.001956201,0.001937511,0.001919,0.001900666,0.001882507,0.001864521,0.001846707,0.001829064,0.001811589,0.001794281,0.001777138,0.001760159,0.001743342,0.001726686,0.00171019,0.00169385,0.001677667,0.001661639,0.001645763,0.001630039,0.001614466,0.001599041,0.001583764,0.001568632,0.001553646,0.001538802,0.0015241,0.001509539,0.001495117,0.001480832,0.001466684,0.001452671,0.001438792,0.001425046,0.001411431,0.001397946,0.00138459,0.001371362,0.00135826,0.001345283,0.00133243,0.0013197,0.001307091,0.001294603,0.001282234,0.001269984,0.00125785,0.001245833,0.00123393,0.001222141,0.001210465,0.0011989,0.001187445,0.0011761,0.001164864,0.001153735,0.001142712,0.001131794,0.001120981,0.001110271,0.001099663,0.001089157,0.001078751,0.001068445,0.001058237,0.001048126,0.001038113,0.001028194,0.001018371,0.001008641
43,0.00404271,0.004003285,0.003964245,0.003925585,0.003887302,0.003849393,0.003811853,0.003774679,0.003737868,0.003701416,0.003665319,0.003629574,0.003594178,0.003559127,0.003524418,0.003490048,0.003456012,0.003422309,0.003388934,0.003355884,0.003323157,0.003290749,0.003258658,0.003226879,0.00319541,0.003164248,0.00313339,0.003102832,0.003072573,0.003042609,0.003012937,0.002983554,0.002954458,0.002925646,0.002897115,0.002868862,0.002840884,0.00281318,0.002785745,0.002758578,0.002731676,0.002705036,0.002678656,0.002652534,0.002626666,0.00260105,0.002575685,0.002550566,0.002525693,0.002501062,0.002476671,0.002452518,0.002428601,0.002404917,0.002381464,0.002358239,0.002335242,0.002312468,0.002289916,0.002267585,0.002245471,0.002223573,0.002201888,0.002180415,0.002159152,0.002138095,0.002117244,0.002096597,0.00207615,0.002055903,0.002035854,0.002016,0.00199634,0.001976871,0.001957592,0.001938502,0.001919597,0.001900877,0.001882339,0.001863983,0.001845805,0.001827804,0.001809979,0.001792328,0.001774849,0.00175754,0.001740401,0.001723428,0.001706621,0.001689978,0.001673497,0.001657177,0.001641016,0.001625012,0.001609165,0.001593472,0.001577932,0.001562544,0.001547306,0.001532216,0.001517274,0.001502477,0.001487825,0.001473316,0.001458948,0.00144472,0.001430631,0.001416679,0.001402863,0.001389182,0.001375635,0.001362219,0.001348935,0.00133578,0.001322753,0.001309854,0.00129708,0.00128443,0.001271904,0.001259501,0.001247218,0.001235055,0.00122301,0.001211083,0.001199273,0.001187577,0.001175996,0.001164527,0.001153171,0.001141925,0.001130789,0.001119761,0.001108841,0.001098027,0.001087319,0.001076716,0.001066215,0.001055818,0.001045521,0.001035325
44,0.004345678,0.004302438,0.004259628,0.004217244,0.004175282,0.004133737,0.004092606,0.004051884,0.004011567,0.003971651,0.003932132,0.003893007,0.003854271,0.00381592,0.003777951,0.00374036,0.003703143,0.003666296,0.003629816,0.003593698,0.003557941,0.003522538,0.003487489,0.003452787,0.003418432,0.003384418,0.003350742,0.003317402,0.003284393,0.003251713,0.003219358,0.003187325,0.00315561,0.003124211,0.003093125,0.003062348,0.003031877,0.003001709,0.002971842,0.002942271,0.002912995,0.002884011,0.002855314,0.002826903,0.002798775,0.002770927,0.002743356,0.002716059,0.002689034,0.002662277,0.002635787,0.002609561,0.002583595,0.002557888,0.002532436,0.002507238,0.002482291,0.002457592,0.002433138,0.002408928,0.002384959,0.002361228,0.002337733,0.002314473,0.002291443,0.002268643,0.00224607,0.002223721,0.002201594,0.002179688,0.002158,0.002136528,0.002115269,0.002094221,0.002073384,0.002052753,0.002032328,0.002012106,0.001992085,0.001972263,0.001952639,0.00193321,0.001913974,0.00189493,0.001876075,0.001857408,0.001838926,0.001820629,0.001802513,0.001784578,0.001766821,0.001749241,0.001731836,0.001714604,0.001697543,0.001680652,0.001663929,0.001647373,0.001630981,0.001614753,0.001598686,0.001582779,0.00156703,0.001551437,0.001536,0.001520717,0.001505586,0.001490605,0.001475773,0.001461089,0.001446551,0.001432157,0.001417907,0.001403799,0.001389831,0.001376002,0.00136231,0.001348755,0.001335335,0.001322048,0.001308893,0.001295869,0.001282975,0.00127021,0.001257571,0.001245058,0.001232669,0.001220404,0.001208261,0.001196238,0.001184336,0.001172551,0.001160884,0.001149333,0.001137897,0.001126575,0.001115365,0.001104267,0.001093279,0.001082401
